Type,Từ,Phiên âm,Hán Việt,Nghĩa,Ví dụ,Phiên âm ví dụ,Nghĩa ví dụ
HSK 2,地铁,dìtiě,Địa thiết,tàu điện ngầm,我坐地铁上班,Wǒ zuò dìtiě shàngbān,Tôi đi làm bằng tàu điện ngầm
HSK 2,地铁站,dìtiězhàn,Địa thiết trạm,ga tàu điện ngầm,地铁站离我家很近,Dìtiě zhàn lí wǒ jiā hěn jìn,Ga tàu điện ngầm gần nhà tôi
HSK 2,点头,diǎntóu,Điểm đầu,gật đầu,他点头表示同意,Tā diǎntóu biǎoshì tóngyì,Anh ấy gật đầu biểu thị sự đồng ý
HSK 2,店,diàn,Điếm,cửa hàng,这家店卖各种零食,Zhè jiā diàn mài gè zhǒng língshí,Cửa hàng này bán đủ loại đồ ăn vặt
HSK 2,掉,diào,Điều,"rơi, rớt",他的钥匙掉了,Tā de yàoshi diào le,Chìa khóa của anh ấy bị rơi
HSK 2,东北,dōngběi,Đông bắc,đông bắc,我家在城市的东北部,Wǒ jiā zài chéngshì de dōngběi bù,Nhà tôi ở phía đông bắc của thành phố
HSK 2,东方,dōngfāng,Đông phương,phương Đông,东方文化具有独特的魅力,Dōngfāng wénhuà jùyǒu dútè de mèilì,Văn hóa phương Đông có sức hấp dẫn độc đáo
HSK 2,东南,dōngnán,Đông nam,đông nam,他家在城市的东南角,Tā jiā zài chéngshì de dōngnán jiǎo,Nhà anh ấy nằm ở góc đông nam của thành phố
HSK 2,冬天,dōngtiān,Đông thiên,mùa đông,冬天常常下雪,Dōngtiān chángcháng xià xuě,Mùa đông thường có tuyết rơi
HSK 2,懂,dǒng,Đổng,hiểu,我不太懂这道题,Wǒ bù tài dǒng zhè dào tí,Tôi không hiểu lắm bài này
HSK 2,懂得,dǒngdé,Đổng đắc,hiểu biết,他懂得很多关于历史的知识,Tā dǒngdé hěnduō guānyú lìshǐ de zhīshì,Anh ấy hiểu biết nhiều kiến thức về lịch sử
HSK 2,动物,dòngwù,Động vật,động vật,许多动物在森林中生活,Xǔduō dòngwù zài sēnlín zhōng shēnghuó,Nhiều động vật sống trong rừng
HSK 2,动物园,dòngwùyuán,Động vật viên,sở thú,我们昨天去了动物园,Wǒmen zuótiān qùle dòngwùyuán,Hôm qua chúng tôi đã đi sở thú
HSK 2,读音,dúyīn,Độc âm,phát âm,请告诉我这个词的读音,Qǐng gàosu wǒ zhège cí de dúyīn,Hãy cho tôi biết phát âm của từ này
HSK 2,度,dù,Độ,độ,今天的温度很高,Jīntiān de wēndù hěn gāo,Nhiệt độ hôm nay rất cao
HSK 2,短,duǎn,Đoản,ngắn,这条裙子太短了,Zhè tiáo qúnzi tài duǎn le,Cái váy này quá ngắn
HSK 2,短信,duǎnxìn,Đoản tín,tin nhắn,我给你发了一个短信,Wǒ gěi nǐ fāle yīgè duǎnxìn,Tôi đã gửi cho bạn một tin nhắn
HSK 2,段,duàn,Đoạn,đoạn,这段视频很有趣,Zhè duàn shìpín hěn yǒuqù,Đoạn video này rất thú vị
HSK 2,队,duì,Đội,đội,足球队正在训练,Zúqiú duì zhèngzài xùnliàn,Đội bóng đang tập luyện
HSK 2,队长,duìzhǎng,Đội trưởng,đội trưởng,队长带领我们赢得了比赛,Duìzhǎng dàilǐng wǒmen yíngdé le bǐsài,Đội trưởng đã dẫn dắt chúng tôi chiến thắng trận đấu
HSK 2,对,duì,Đối,"với, đối với",他对工作非常认真,Tā duì gōngzuò fēicháng rènzhēn,Anh ấy rất nghiêm túc với công việc
HSK 2,对话,duìhuà,Đối thoại,đối thoại,我们在课堂上进行了对话练习,Wǒmen zài kètáng shàng jìnxíngle duìhuà liànxí,Chúng tôi đã thực hiện bài tập đối thoại trong lớp học
HSK 2,对面,duìmiàn,Đối diện,đối diện,他就坐在我对面,Tā jiù zuò zài wǒ duìmiàn,Anh ấy ngồi ngay đối diện tôi
HSK 2,多,duō,Đa,nhiều,这家餐厅的菜非常多,Zhè jiā cāntīng de cài fēicháng duō,Món ăn của nhà hàng này rất nhiều
HSK 2,多久,duōjiǔ,Đa cửu,bao lâu,你已经在这里住了多久？,Nǐ yǐjīng zài zhèlǐ zhùle duōjiǔ?,Bạn đã sống ở đây bao lâu rồi?
HSK 2,多少,duōshǎo,Đa thiểu,bao nhiêu,这件衣服多少钱？,Zhè jiàn yīfú duōshǎo qián?,Cái áo này giá bao nhiêu?
HSK 2,多数,duōshù,Đa số,đa số,多数人都喜欢这部电影,Duōshù rén dōu xǐhuān zhè bù diànyǐng,Đa số mọi người đều thích bộ phim này
HSK 2,多云,duōyún,Đa vân,nhiều mây,今天天气多云,Jīntiān tiānqì duōyún,Thời tiết hôm nay có nhiều mây
HSK 2,而且,érqiě,Nhiên thả,hơn nữa,他聪明而且努力,Tā cōngmíng érqiě nǔlì,Anh ấy thông minh và hơn nữa còn chăm chỉ
HSK 2,发,fā,Phát,gửi,我给你发了一封邮件,Wǒ gěi nǐ fāle yī fēng yóujiàn,Tôi đã gửi cho bạn một email
HSK 2,发现,fāxiàn,Phát hiện,phát hiện,他发现了一个新问题,Tā fāxiànle yīgè xīn wèntí,Anh ấy phát hiện ra một vấn đề mới
HSK 2,饭馆,fànguǎn,Phạn quán,quán ăn,我们今晚去饭馆吃饭,Wǒmen jīn wǎn qù fànguǎn chīfàn,Tối nay chúng tôi đi ăn ở quán
HSK 2,方便,fāngbiàn,Phương tiện,thuận tiện,这个地方购物很方便,Zhège dìfāng gòuwù hěn fāngbiàn,Mua sắm ở nơi này rất thuận tiện
HSK 2,方便面,fāngbiànmiàn,Phương tiện diện,mì ăn liền,我不常吃方便面,Wǒ bù cháng chī fāngbiànmiàn,Tôi không thường xuyên ăn mì ăn liền
HSK 2,方法,fāngfǎ,Phương pháp,phương pháp,他有解决问题的好方法,Tā yǒu jiějué wèntí de hǎo fāngfǎ,Anh ấy có phương pháp tốt để giải quyết vấn đề
HSK 2,方面,fāngmiàn,Phương diện,phương diện,"在这方面, 他很有经验","Zài zhè fāngmiàn, tā hěn yǒu jīngyàn","Trong phương diện này, anh ấy rất có kinh nghiệm"
HSK 2,方向,fāngxiàng,Phương hướng,phương hướng,你知道去火车站的方向吗？,Nǐ zhīdào qù huǒchē zhàn de fāngxiàng ma?,Bạn có biết hướng đi đến ga xe lửa không?
HSK 2,放下,fàngxià,Phóng hạ,đặt xuống,请把包放下,Qǐng bǎ bāo fàngxià,Vui lòng đặt túi xuống
HSK 2,放心,fàngxīn,Phóng tâm,yên tâm,"请放心, 我们会照顾好你的狗","Qǐng fàngxīn, wǒmen huì zhàogù hǎo nǐ de gǒu","Xin hãy yên tâm, chúng tôi sẽ chăm sóc tốt con chó của bạn"
HSK 2,分,fēn,Phân,"chia, tách",请把蛋糕分成两半,Qǐng bǎ dàngāo fēnchéng liǎng bàn,Vui lòng chia bánh thành hai nửa
HSK 2,分开,fēnkāi,Phân khai,phân chia,我们要分开工作,Wǒmen yào fēnkāi gōngzuò,Chúng ta cần phân chia công việc
HSK 2,分数,fēnshù,Phân số,điểm số,他的数学分数很高,Tā de shùxué fēnshù hěn gāo,Điểm số môn toán của anh ấy rất cao
HSK 2,分钟,fēnzhōng,Phân chung,phút,我需要五分钟来准备,Wǒ xūyào wǔ fēnzhōng lái zhǔnbèi,Tôi cần năm phút để chuẩn bị
HSK 2,份,fèn,Phần,phần,这份报告非常详细,Zhè fèn bàogào fēicháng xiángxì,Phần báo cáo này rất chi tiết
HSK 2,封,fēng,Phong,lá (thư),我收到了一封信,Wǒ shōu dàole yī fēng xìn,Tôi nhận được một lá thư
HSK 2,服务,fúwù,Phục vụ,dịch vụ,这家酒店的服务很好,Zhè jiā jiǔdiàn de fúwù hěn hǎo,Dịch vụ của khách sạn này rất tốt
HSK 2,复习,fùxí,Phục tập,ôn tập,他在为考试复习功课,Tā zài wèi kǎoshì fùxí gōngkè,Anh ấy đang ôn tập bài vở để chuẩn bị cho kỳ thi
HSK 2,该,gāi,Cai,nên,你该早点休息,Nǐ gāi zǎodiǎn xiūxí,Bạn nên nghỉ ngơi sớm hơn
HSK 2,改,gǎi,Cải,thay đổi,他想改进他的英语能力,Tā xiǎng gǎijìn tā de yīngyǔ nénglì,Anh ấy muốn cải thiện khả năng tiếng Anh của mình
HSK 2,改变,gǎibiàn,Cải biến,thay đổi,这次旅行改变了我的想法,Zhè cì lǚxíng gǎibiànle wǒ de xiǎngfǎ,Chuyến du lịch lần này đã thay đổi suy nghĩ của tôi
HSK 2,干杯,gānbēi,Can bôi,cạn ly,我们为他的成功干杯,Wǒmen wèi tā de chénggōng gānbēi,Chúng ta cạn ly mừng thành công của anh ấy
HSK 2,感到,gǎndào,Cảm đáo,cảm thấy,我感到非常高兴,Wǒ gǎndào fēicháng gāoxìng,Tôi cảm thấy rất vui
HSK 2,感动,gǎndòng,Cảm động,cảm động,他的故事让我很感动,Tā de gùshì ràng wǒ hěn gǎndòng,Câu chuyện của anh ấy làm tôi rất cảm động
HSK 2,感觉,gǎnjué,Cảm giác,"cảm giác, cảm thấy",我感觉今天的天气很好,Wǒ gǎnjué jīntiān de tiānqì hěn hǎo,Tôi cảm thấy thời tiết hôm nay rất tốt
HSK 2,感谢,gǎnxiè,Cảm tạ,cảm ơn,我非常感谢你的帮助,Wǒ fēicháng gǎnxiè nǐ de bāngzhù,Tôi rất cảm ơn sự giúp đỡ của bạn
HSK 2,干活儿,gànhuór,Can hoạt nhi,làm việc,他每天都很努力地干活儿,Tā měitiān dū hěn nǔlì de gànhuór,Anh ấy làm việc rất chăm chỉ mỗi ngày
HSK 2,刚,gāng,Cương,vừa,我刚到家,Wǒ gāng dàojiā,Tôi vừa về đến nhà
HSK 2,刚才,gāngcái,Cương tài,vừa rồi,刚才我见到了他,Gāngcái wǒ jiàndào le tā,Vừa rồi tôi đã gặp anh ấy
HSK 2,刚刚,gānggāng,Cương cương,vừa mới,我刚刚完成工作,Wǒ gānggāng wánchéng gōngzuò,Tôi vừa mới hoàn thành công việc
HSK 2,高级,gāojí,Cao cấp,cao cấp,这是一家高级餐厅,Zhè shì yī jiā gāojí cāntīng,Đây là một nhà hàng cao cấp
HSK 2,高中,gāozhōng,Cao trung,trung học phổ thông,我正在读高中,Wǒ zhèngzài dú gāozhōng,Tôi đang học trung học phổ thông
HSK 2,个子,gèzi,Cá tử,vóc dáng,他个子很高,Tā gèzi hěn gāo,Anh ấy có vóc dáng cao
HSK 2,更,gèng,Canh,hơn nữa,我需要更努力,Wǒ xūyào gèng nǔlì,Tôi cần cố gắng hơn nữa
HSK 2,公共汽车,gōnggòng qìchē,Công cộng khí xa,xe buýt,我每天坐公共汽车上班,Wǒ měitiān zuò gōnggòng qìchē shàngbān,Tôi đi làm bằng xe buýt mỗi ngày
HSK 2,公交车,gōngjiāo chē,Công giao xa,xe buýt,我在公交车站等你,Wǒ zài gōngjiāo chēzhàn děng nǐ,Tôi đang chờ bạn ở trạm xe buýt
HSK 2,公斤,gōngjīn,Công cân,kilogram,这箱苹果有五公斤,Zhè xiāng píngguǒ yǒu wǔ gōngjīn,Hộp táo này nặng năm kilogram
HSK 2,公里,gōnglǐ,Công lý,ki-lô-mét,从家到学校有两公里,Cóng jiā dào xuéxiào yǒu liǎng gōnglǐ,Từ nhà đến trường có hai ki-lô-mét
HSK 2,公路,gōnglù,Công lộ,đường quốc lộ,这条公路通往市中心,Zhè tiáo gōnglù tōngwǎng shì zhōngxīn,Con đường quốc lộ này dẫn đến trung tâm thành phố
HSK 2,公平,gōngpíng,Công bình,công bằng,老师对每个学生都很公平,Lǎoshī duì měi gè xuéshēng dōu hěn gōngpíng,Giáo viên đối xử rất công bằng với mỗi học sinh
HSK 2,公司,gōngsī,Công ty,công ty,他在一家大公司工作,Tā zài yī jiā dà gōngsī gōngzuò,Anh ấy làm việc ở một công ty lớn
HSK 2,公园,gōngyuán,Công viên,công viên,我们去公园散步,Wǒmen qù gōngyuán sànbù,Chúng tôi đi dạo ở công viên
HSK 2,狗,gǒu,Cẩu,chó,我有一只小狗,Wǒ yǒu yī zhī xiǎo gǒu,Tôi có một con chó nhỏ
HSK 2,够,gòu,Cú,đủ,这个房间够大了,Zhè ge fángjiān gòu dà le,Phòng này đủ lớn rồi
HSK 2,故事,gùshì,Cố sự,câu chuyện,我喜欢听故事,Wǒ xǐhuān tīng gùshì,Tôi thích nghe các câu chuyện
HSK 2,故意,gùyì,Cố ý,cố ý,他故意弄坏了玩具,Tā gùyì nòng huài le wánjù,Anh ấy cố ý làm hỏng đồ chơi
HSK 2,顾客,gùkè,Cố khách,khách hàng,顾客是我们的上帝,Gùkè shì wǒmen de shàngdì,Khách hàng là thượng đế của chúng tôi
HSK 2,关机,guānjī,Quan cơ,tắt máy,请在飞机起飞前关机,Qǐng zài fēijī qǐfēi qián guānjī,Vui lòng tắt máy trước khi máy bay cất cánh
HSK 2,关心,guānxīn,Quan tâm,quan tâm,父母总是关心孩子,Fùmǔ zǒng shì guānxīn háizi,Cha mẹ luôn luôn quan tâm đến con cái
HSK 2,观点,guāndiǎn,Quan điểm,quan điểm,我不同意你的观点,Wǒ bù tóngyì nǐ de guāndiǎn,Tôi không đồng ý với quan điểm của bạn
HSK 2,广场,guǎngchǎng,Quảng trường,quảng trường,我们在广场上跳舞,Wǒmen zài guǎngchǎng shàng tiàowǔ,Chúng tôi nhảy múa trên quảng trường
HSK 2,广告,guǎnggào,Quảng cáo,quảng cáo,我看到了一则有趣的广告,Wǒ kàndào le yī zé yǒuqù de guǎnggào,Tôi đã thấy một quảng cáo thú vị
HSK 2,国际,guójì,Quốc tế,quốc tế,这是一个国际会议,Zhè shì yīgè guójì huìyì,Đây là một hội nghị quốc tế
HSK 2,过来,guòlái,Quá lai,qua đây,请你过来一下,Qǐng nǐ guòlái yīxià,Vui lòng qua đây một chút
HSK 2,过年,guònián,Quá niên,đón Tết,我们一起过年,Wǒmen yīqǐ guònián,Chúng tôi đón Tết cùng nhau
HSK 2,过去,guòqù,Quá khứ,"đi qua, đã qua",过去的事情就让它过去吧,Guòqù de shìqíng jiù ràng tā guòqù ba,Những chuyện đã qua hãy để nó qua đi
HSK 2,过,guò,Quá,vượt qua,他过了一段艰难的时光,Tā guòle yī duàn jiānnán de shíguāng,Anh ấy đã vượt qua một khoảng thời gian khó khăn
HSK 2,海,hǎi,Hải,biển,他们正在海上航行,Tāmen zhèngzài hǎi shàng hángxíng,Họ đang đi thuyền trên biển
HSK 2,海边,hǎibiān,Hải biên,bờ biển,我们在海边度假,Wǒmen zài hǎibiān dùjià,Chúng tôi đi nghỉ mát ở bờ biển
HSK 2,嗨,hāi,Hài,chào,"嗨, 你好！","Hāi, nǐ hǎo!","Chào, bạn khỏe không!"
HSK 2,好,hǎo,Hảo,rất,他好高兴,Tā hǎo gāoxìng,Anh ấy rất vui
HSK 2,好处,hǎochù,Hảo xứ,lợi ích,运动对身体有很多好处,Yùndòng duì shēntǐ yǒu hěn duō hǎochù,Tập thể dục có nhiều lợi ích cho cơ thể
HSK 2,好多,hǎoduō,Hảo đa,rất nhiều,今天的游客好多,Jīntiān de yóukè hǎoduō,Hôm nay có rất nhiều du khách
HSK 2,好久,hǎojiǔ,Hảo cửu,lâu lắm,我们好久不见,Wǒmen hǎojiǔ bú jiàn,Chúng ta lâu lắm rồi không gặp
HSK 2,好人,hǎorén,Hảo nhân,người tốt,他是个好人,Tā shì gè hǎorén,Anh ấy là một người tốt
HSK 2,好事,hǎoshì,Hảo sự,việc tốt,帮助别人是一件好事,Bāngzhù biérén shì yī jiàn hǎoshì,Giúp đỡ người khác là một việc tốt
HSK 2,好像,hǎoxiàng,Hảo tượng,hình như,他好像不太高兴,Tā hǎoxiàng bú tài gāoxìng,Anh ấy hình như không vui lắm
HSK 2,合适,héshì,Hợp thích,phù hợp,这件衣服很合适,Zhè jiàn yīfú hěn héshì,Bộ quần áo này rất phù hợp
HSK 2,河,hé,Hà,con sông,这条河很长,Zhè tiáo hé hěn cháng,Con sông này rất dài
HSK 2,黑,hēi,Hắc,"đen, tối",天空越来越黑了,Tiānkōng yuè lái yuè hēi le,Bầu trời càng lúc càng tối
HSK 2,黑色,hēisè,Hắc sắc,màu đen,我喜欢黑色的衣服,Wǒ xǐhuān hēisè de yīfú,Tôi thích quần áo màu đen
HSK 2,黑板,hēibǎn,Hắc bản,bảng đen,老师在黑板上写字,Lǎoshī zài hēibǎn shàng xiězì,Giáo viên viết chữ trên bảng đen
HSK 2,红,hóng,Hồng,đỏ,她的脸红了,Tā de liǎn hóng le,Mặt của cô ấy đỏ lên
HSK 2,红色,hóngsè,Hồng sắc,màu đỏ,红色代表热情,Hóngsè dàibiǎo rèqíng,Màu đỏ đại diện cho nhiệt huyết
HSK 2,后来,hòulái,Hậu lai,sau đó,他后来搬到了北京,Tā hòulái bān dào le Běijīng,Sau đó anh ấy chuyển đến Bắc Kinh
HSK 2,忽然,hūrán,Hốt nhiên,đột nhiên,他忽然开始大笑,Tā hūrán kāishǐ dàxiào,Anh ấy đột nhiên cười lớn
HSK 2,湖,hú,Hồ,hồ,我们在湖边野餐,Wǒmen zài hú biān yěcān,Chúng tôi dã ngoại bên hồ
HSK 2,护照,hùzhào,Hộ chiếu,hộ chiếu,请出示您的护照,Qǐng chūshì nín de hùzhào,Vui lòng xuất trình hộ chiếu của bạn
HSK 2,花,huā,Hoa,tiêu xài (tiền),他花了很多钱买这辆车,Tā huā le hěn duō qián mǎi zhè liàng chē,Anh ấy tiêu rất nhiều tiền để mua chiếc xe này
HSK 2,花园,huāyuán,Hoa viên,vườn hoa,花园里的花开得很漂亮,Huāyuán lǐ de huā kāi de hěn piàoliang,Hoa trong vườn hoa nở rất đẹp
HSK 2,画,huà,Họa,vẽ,他正在画一幅风景画,Tā zhèngzài huà yī fú fēngjǐng huà,Anh ấy đang vẽ một bức tranh phong cảnh
HSK 2,画家,huàjiā,Họa gia,họa sĩ,他是一位著名的画家,Tā shì yī wèi zhùmíng de huàjiā,Anh ấy là một họa sĩ nổi tiếng
HSK 2,画儿,huàr,Họa nhi,bức tranh,这幅画儿真美,Zhè fú huàr zhēn měi,Bức tranh này thật đẹp
HSK 2,坏处,huàichu,Hoại xứ,nhược điểm,吸烟对健康有坏处,Xīyān duì jiànkāng yǒu huàichu,Hút thuốc có nhược điểm đối với sức khỏe
HSK 2,坏人,huàirén,Hoại nhân,người xấu,他不是坏人,Tā bù shì huàirén,Anh ấy không phải người xấu
HSK 2,欢迎,huānyíng,Hoan nghênh,hoan nghênh,欢迎光临我们的商店,Huānyíng guānglín wǒmen de shāngdiàn,Hoan nghênh đến với cửa hàng của chúng tôi
HSK 2,换,huàn,Hoán,đổi,我要换一张新桌子,Wǒ yào huàn yī zhāng xīn zhuōzi,Tôi muốn đổi một cái bàn mới
HSK 2,黄,huáng,Hoàng,"vàng, hoàng (hôn)",天空变成了黄昏的颜色,Tiānkōng biàn chéngle huánghūn de yánsè,Bầu trời chuyển thành màu hoàng hôn
HSK 2,黄色,huángsè,Hoàng sắc,màu vàng,她喜欢黄色的衣服,Tā xǐhuān huángsè de yīfú,Cô ấy thích quần áo màu vàng
HSK 2,回,huí,Hồi,lần,他一共去了三回日本,Tā yīgòng qù le sān huí rìběn,Anh ấy đã đi Nhật Bản ba lần
HSK 2,回国,huíguó,Hồi quốc,về nước,我打算明年回国,Wǒ dǎsuàn míngnián huíguó,Tôi dự định về nước vào năm sau
HSK 2,会,huì,Hội,cuộc họp,他们今天有个重要的会议,Tāmen jīntiān yǒu gè zhòngyào de huìyì,Họ có một cuộc họp quan trọng hôm nay
HSK 2,活动,huódòng,Hoạt động,hoạt động,我们参加了学校的春游活动,Wǒmen cānjiā le xuéxiào de chūnyóu huódòng,Chúng tôi tham gia vào hoạt động dã ngoại mùa xuân của trường
HSK 2,或,huò,Hoặc,hoặc,你可以选择红色或蓝色,Nǐ kěyǐ xuǎnzé hóngsè huò lánsè,Bạn có thể chọn màu đỏ hoặc màu xanh
HSK 2,或者,huòzhě,Hoặc giả,hoặc là,我们可以坐车或者走路,Wǒmen kěyǐ zuò chē huòzhě zǒulù,Chúng ta có thể đi xe hoặc là đi bộ
